"Tract ID","STATE2KX","CNTY2KX","TRACT2KX","e(0)","se(e(0))","Abridged life table flag"
25017331102,25,017,331102,81.4,1.2877,3
25017331200,25,017,331200,79.6,1.6287,3
25017331300,25,017,331300,83.7,2.0281,3
25017332100,25,017,332100,81.3,1.286,3
25017332200,25,017,332200,80.9,0.9829,3
25017332300,25,017,332300,81.6,2.039,3
25017332400,25,017,332400,81.6,1.5616,3
25017333100,25,017,333100,82,1.1061,3
25017333200,25,017,333200,82.8,1.9466,3
25017333300,25,017,333300,80.3,1.9127,3
25017333400,25,017,333400,77.7,0.8687,3
25017333501,25,017,333501,82.7,1.4946,3
25017333502,25,017,333502,78.9,1.9915,3
25017333600,25,017,333600,79,1.1698,3
25017334100,25,017,334100,82.7,1.3253,3
25017334200,25,017,334200,82.5,1.4962,3
25017334300,25,017,334300,85.2,1.5374,3
25017334400,25,017,334400,82.4,1.7055,3
25017335100,25,017,335100,79.9,1.0226,3
25017335200,25,017,335200,81.1,0.9213,2
25017335301,25,017,335301,80.3,1.4906,3
25017335302,25,017,335302,80.9,1.4656,3
25017335400,25,017,335400,79.7,1.3034,3
25017336100,25,017,336100,81.4,1.142,3
25017336200,25,017,336200,84.4,1.5778,3
25017336300,25,017,336300,80.8,0.9688,3
25017336401,25,017,336401,82.7,2.146,3
25017336402,25,017,336402,79.5,1.3326,3
25017337101,25,017,337101,82.6,2.0343,3
25017337102,25,017,337102,81.6,1.2481,3
25017337201,25,017,337201,82.3,1.3424,3
25017337202,25,017,337202,81.1,1.6289,3
25017337300,25,017,337300,82.8,2.1899,3
25017338100,25,017,338100,83,1.5515,3
25017338200,25,017,338200,83.6,1.7232,3
25017338300,25,017,338300,81.9,1.0281,2
25017338400,25,017,338400,87.1,2.0688,3
25017338500,25,017,338500,82.4,1.6413,3
25017339100,25,017,339100,80.7,1.1359,3
25017339200,25,017,339200,80.6,1.1149,3
25017339300,25,017,339300,79.5,1.2541,3
25017339400,25,017,339400,78.7,1.7971,3
25017339500,25,017,339500,79.8,1.4258,3
25017339600,25,017,339600,82.1,1.6671,3
25017339700,25,017,339700,80.6,1.7067,3
25017339801,25,017,339801,82.1,1.9935,3
25017339802,25,017,339802,79.5,1.4244,3
25017339900,25,017,339900,80.5,1.4908,3
25017340000,25,017,340000,81.4,2.5764,3
25017340100,25,017,340100,80.4,1.2634,1
25017341101,25,017,341101,81.3,1.6511,3
25017341102,25,017,341102,77.8,1.2719,3
25017341200,25,017,341200,81.9,1.6226,3
25017341300,25,017,341300,81.3,2.6047,3
25017341400,25,017,341400,79.8,1.8136,3
25017341500,25,017,341500,82.2,2.138,3
25017341600,25,017,341600,82.8,2.7372,3
25017341700,25,017,341700,81.5,2.4856,3
25017341800,25,017,341800,76.9,1.246,1
25017341901,25,017,341901,81,3.6317,3
25017341902,25,017,341902,79.5,1.3964,3
25017342101,25,017,342101,77.4,1.3618,3
25017342102,25,017,342102,81.9,2.2138,3
25017342201,25,017,342201,83.7,2.4129,3
25017342202,25,017,342202,76.3,1.8052,3
25017342300,25,017,342300,81.1,1.401,3
25017342400,25,017,342400,80.7,2.0601,3
25017342500,25,017,342500,79.1,1.4909,3
25017342600,25,017,342600,80,1.7378,3
25017350103,25,017,350103,82,2.3017,3
25017350104,25,017,350104,77.8,1.3271,3
25017350200,25,017,350200,81.5,2.1632,3
25017350300,25,017,350300,79.8,2.2406,3
25017350400,25,017,350400,82.2,2.439,3
25017350500,25,017,350500,83.4,2.9322,3
25017350700,25,017,350700,80.8,2.1007,3
25017350800,25,017,350800,81.3,1.9527,2
25017350900,25,017,350900,81.2,2.5682,3
25017351000,25,017,351000,81.5,1.485,2
25017351100,25,017,351100,79.3,1.2175,3
25017351203,25,017,351203,81.4,2.2802,3
25017351204,25,017,351204,79.4,2.8212,3
25017351300,25,017,351300,78.3,1.7594,3
25017351403,25,017,351403,78.3,1.6825,3
25017351404,25,017,351404,80.3,2.3689,3
25017351500,25,017,351500,78.8,1.8165,3
25017352102,25,017,352102,85.2,2.6654,3
25017352300,25,017,352300,81.9,1.8543,3
25017352400,25,017,352400,78.4,3.2888,2
25017352500,25,017,352500,81.2,2.8988,2
25017352600,25,017,352600,80.1,1.7453,2
25017352700,25,017,352700,72.7,2.5395,3
25017352800,25,017,352800,77.9,1.7635,3
25017352900,25,017,352900,81.3,1.6758,2
25017353000,25,017,353000,79.3,2.2831,3
25017353200,25,017,353200,81.6,1.6895,2
25017353300,25,017,353300,85.9,3.1173,3
25017353400,25,017,353400,79.9,2.7994,3
25017353500,25,017,353500,82.6,2.9395,3
25017353600,25,017,353600,85.5,2.9472,3
25017353700,25,017,353700,80.7,1.0364,2
25017353800,25,017,353800,79.7,1.5621,3
25017353900,25,017,353900,80.1,2.4128,2
25017354000,25,017,354000,81.5,1.3458,2
25017354100,25,017,354100,84.7,2.6835,3
25017354200,25,017,354200,89.6,2.2549,3
25017354300,25,017,354300,83,1.6874,3
25017354400,25,017,354400,85.1,2.9067,3
25017354500,25,017,354500,81.5,1.4465,2
25017354600,25,017,354600,83.7,1.8638,3
25017354700,25,017,354700,82,1.3877,3
25017354800,25,017,354800,82.5,2.5242,3
25017354900,25,017,354900,82.8,1.9199,3
25017355000,25,017,355000,83.3,1.9354,3
25017356100,25,017,356100,83.3,1.6952,3
25017356300,25,017,356300,83.8,2.4819,3
25017356400,25,017,356400,82.7,1.314,3
25017356500,25,017,356500,84.3,1.724,3
25017356601,25,017,356601,82.3,1.8331,3
25017356602,25,017,356602,83.1,1.6778,3
25017356701,25,017,356701,82.7,1.16,3
25017356702,25,017,356702,87.7,2.1793,3
25017357100,25,017,357100,84.6,1.5502,3
25017357200,25,017,357200,87.2,2.7166,3
25017357300,25,017,357300,81.7,1.355,3
25017357400,25,017,357400,81.5,0.8504,2
25017357500,25,017,357500,81.6,1.4612,3
25017357600,25,017,357600,81,1.9833,3
25017357700,25,017,357700,81.6,1.4405,3
25017357800,25,017,357800,85.8,1.8108,3
25017358100,25,017,358100,83.9,1.3249,3
25017358300,25,017,358300,84.5,1.3096,3
25017358400,25,017,358400,89.1,1.7737,3
25017358500,25,017,358500,85.5,1.524,3
25017358600,25,017,358600,88.1,2.6215,3
25017358700,25,017,358700,89.3,2.3423,3
25017359100,25,017,359100,81.1,1.0344,3
25017359300,25,017,359300,82.8,1.3145,3
25017360200,25,017,360200,91.4,2.8542,3
25017361100,25,017,361100,81.9,1.1045,3
25017361200,25,017,361200,81.2,0.7894,2
25017363102,25,017,363102,82.7,1.5714,3
25017363104,25,017,363104,85.3,2.4794,3
25017363201,25,017,363201,82,1.4707,2
25017363202,25,017,363202,82,1.7034,2
25017364101,25,017,364101,85.4,2.5355,3
25017364102,25,017,364102,80.3,1.4305,3
25017365100,25,017,365100,85.8,2.0377,3
25017365201,25,017,365201,82.2,1.027,3
25017365202,25,017,365202,83.4,1.3713,3
25017366100,25,017,366100,82,1.0069,3
25017366201,25,017,366201,83.9,1.7659,3
25017366202,25,017,366202,86.4,1.4157,3
25017367100,25,017,367100,82.4,1.0839,3
25017367200,25,017,367200,83.7,1.0954,3
25017368101,25,017,368101,85.4,2.2689,3
25017368102,25,017,368102,81.5,1.0336,2
25017368200,25,017,368200,81.7,1.3009,3
25017368300,25,017,368300,83.8,2.7781,3
25017368400,25,017,368400,83.5,1.8222,3
25017368500,25,017,368500,80.9,3.5722,3
25017368600,25,017,368600,81.7,1.8718,2
25017368700,25,017,368700,81.2,3.7818,3
25017368800,25,017,368800,81.7,0.6945,2
25017368901,25,017,368901,81.3,1.1095,2
25017368902,25,017,368902,87.3,3.5905,3
25017369000,25,017,369000,81.4,1.4218,2
25017369100,25,017,369100,83,1.3244,3
25017370101,25,017,370101,81.3,1.4852,3
25017370102,25,017,370102,81.4,1.2171,3
25017370201,25,017,370201,82.7,1.4816,3
25017370202,25,017,370202,83.2,1.6675,3
25017370300,25,017,370300,80.6,1.4434,3
25017370400,25,017,370400,82.7,1.7149,3
25017373100,25,017,373100,85.9,2.6913,3
25017373200,25,017,373200,84.7,1.6655,3
25017373300,25,017,373300,80.3,3.3877,3
25017373400,25,017,373400,84.4,1.8006,3
25017373500,25,017,373500,88.8,1.9837,3
25017373600,25,017,373600,81.3,1.1074,2
25017373700,25,017,373700,84.4,1.6512,3
25017373800,25,017,373800,94.2,2.5995,3
25017373900,25,017,373900,87.4,1.6143,3
25017374000,25,017,374000,85,1.1981,3
25017374100,25,017,374100,83,1.4327,3
25017374200,25,017,374200,83.9,1.6922,3
25017374300,25,017,374300,86,1.8037,3
25017374500,25,017,374500,84.5,1.496,3
25017374600,25,017,374600,81.2,1.3179,3
25017374700,25,017,374700,82.7,1.5763,3
25017374800,25,017,374800,82.9,1.1979,3
25017382100,25,017,382100,82.2,1.1892,3
25017382200,25,017,382200,84.1,1.8658,3
25017382300,25,017,382300,79.8,1.0986,3
25017382400,25,017,382400,81.7,1.6018,3
25017382500,25,017,382500,81.8,1.6219,3
25017382601,25,017,382601,81.7,2.367,3
25017382602,25,017,382602,82.3,1.0624,3
25017383101,25,017,383101,77.1,1.707,2
25017383102,25,017,383102,78.6,2.5084,1
25017383200,25,017,383200,80.5,1.6916,3
25017383300,25,017,383300,77.5,1.3557,3
25017383400,25,017,383400,80.8,2.5793,3
25017383501,25,017,383501,79.9,1.8476,3
25017383502,25,017,383502,81.2,1.3816,3
25017383600,25,017,383600,80.8,1.2214,3
25017383700,25,017,383700,85.1,2.5584,3
25017383800,25,017,383800,83.6,1.9911,3
25017383901,25,017,383901,82,0.9568,3
25017383902,25,017,383902,85.8,1.9246,3
25017384001,25,017,384001,81.2,1.6881,2
25017384002,25,017,384002,81.1,1.3872,2
25017385100,25,017,385100,84.2,1.9373,3
25017385201,25,017,385201,84.9,3.4691,3
25017385202,25,017,385202,82.9,1.664,3
25017386100,25,017,386100,89.3,2.6754,3
25017387100,25,017,387100,81.8,1.5463,3
25017387201,25,017,387201,83.8,2.5633,3
25017387202,25,017,387202,83.6,2.3209,3
25017388100,25,017,388100,86.5,2.3565,3
25017388200,25,017,388200,81.2,1.8129,3
25017388300,25,017,388300,77.4,1.0833,2
25019950100,25,019,950100,83.2,2.4836,3
25019950200,25,019,950200,81,1.7167,3
25019950400,25,019,950400,81.6,1.9169,2
25019950500,25,019,950500,81.6,1.1569,2
25021400100,25,021,400100,81.3,1.4853,2
25021400200,25,021,400200,81.5,1.5762,2
25021400300,25,021,400300,84.6,2.2014,3
25021400400,25,021,400400,81.5,0.8121,2
25021400500,25,021,400500,81.5,1.2337,2
25021400600,25,021,400600,81.5,1.0568,2
25021400700,25,021,400700,83.4,1.8643,3
25021400800,25,021,400800,81.5,0.9389,2
25021400900,25,021,400900,83.7,2.1018,3
25021401000,25,021,401000,84.4,2.1094,3
25021401100,25,021,401100,83.2,1.4536,3
25021401200,25,021,401200,82.2,0.8876,3
25021402101,25,021,402101,81.1,1.2166,3
25021402102,25,021,402102,76.8,1.2768,3
25021402200,25,021,402200,79.7,2.0309,3
25021402300,25,021,402300,80,1.2098,3
25021402400,25,021,402400,81.8,1.3872,3
25021402500,25,021,402500,81.7,1.0511,3
25021403100,25,021,403100,86,1.8938,3
25021403300,25,021,403300,83.7,1.4909,3
25021403400,25,021,403400,86.5,1.4898,3
25021403500,25,021,403500,83.3,1.3018,3
25021404100,25,021,404100,88.7,2.8276,3
25021404201,25,021,404201,87.1,2.3546,3
25021404202,25,021,404202,83.6,1.2213,3
25021404301,25,021,404301,85,1.6694,3
25021404302,25,021,404302,82.3,1.3129,3
25021404400,25,021,404400,87.1,1.8228,3
25021405100,25,021,405100,88.3,2.386,3
25021406101,25,021,406101,86.1,2.3458,3
25021406102,25,021,406102,82,1.4158,2
25021407100,25,021,407100,80.7,1.2438,3
25021408101,25,021,408101,82.6,2.0996,3
25021408102,25,021,408102,78.8,1.7143,3
25021409101,25,021,409101,82.9,1.6999,3
25021409102,25,021,409102,81.5,1.7811,3
25021410100,25,021,410100,81.3,1.3639,2
25021410300,25,021,410300,85.4,2.5533,3
25021410400,25,021,410400,80.8,1.2936,3
25021411100,25,021,411100,82.6,1.384,3
25021411200,25,021,411200,83.9,1.6032,3
25021411301,25,021,411301,83.7,1.2825,3
25021411302,25,021,411302,81.3,1.2646,2
25021412100,25,021,412100,85.6,1.9021,3
25021412300,25,021,412300,81.9,1.2848,3
25021413100,25,021,413100,82,1.1766,3
25021413200,25,021,413200,79.3,1.1535,3
25021413300,25,021,413300,81,1.2478,3
25021413401,25,021,413401,79.5,1.5956,3
25021413402,25,021,413402,79.3,1.2251,3
25021413500,25,021,413500,78.5,1.279,3
25021414100,25,021,414100,83.7,1.9838,3
25021414200,25,021,414200,84.3,2.202,3
25021414300,25,021,414300,81.5,1.3801,3
25021415101,25,021,415101,81.7,1.2328,3
25021415102,25,021,415102,79.7,1.3835,3
25021415200,25,021,415200,80.4,0.9663,3
25021415300,25,021,415300,83.1,1.7076,3
25021416101,25,021,416101,82,1.2673,3
25021416102,25,021,416102,81.1,1.2735,3
25021416200,25,021,416200,81.2,1.503,3
25021416300,25,021,416300,85.8,2.4705,3
25021416400,25,021,416400,83.4,1.7384,3
25021417100,25,021,417100,82,1.5316,3
25021417200,25,021,417200,80.7,0.8704,3
25021417300,25,021,417300,80.4,1.2369,3
25021417400,25,021,417400,78,1.6806,3
25021417501,25,021,417501,81.3,1.9313,3
25021417502,25,021,417502,80.4,2.5153,3
25021417601,25,021,417601,77.4,1.1893,3
25021417602,25,021,417602,78.6,1.6224,3
25021417701,25,021,417701,76.2,1.5764,3
25021417702,25,021,417702,84.3,3.1814,3
25021417801,25,021,417801,76.3,1.1819,3
25021417802,25,021,417802,78.6,2.1419,3
25021417901,25,021,417901,78.5,1.42,3
25021417902,25,021,417902,80.2,1.7789,3
25021418002,25,021,418002,76.5,0.9251,3
25021418003,25,021,418003,83.8,3.656,3
25021418004,25,021,418004,78.6,1.7907,3
25021418101,25,021,418101,77.3,1.334,3
25021418102,25,021,418102,81.1,3.5068,3
25021418200,25,021,418200,81.1,2.0044,3
25021419100,25,021,419100,81.5,1.5232,3
25021419200,25,021,419200,81.4,1.3783,3
25021419300,25,021,419300,81.7,2.1276,3
25021419400,25,021,419400,80.9,2.3766,3
25021419500,25,021,419500,79.7,1.4064,3
25021419600,25,021,419600,81.5,1.5417,3
25021419700,25,021,419700,81.8,1.5403,3
25021419800,25,021,419800,76.4,1.1069,3
25021420100,25,021,420100,83.2,2.0331,3
25021420201,25,021,420201,83.5,2.1032,3
25021420202,25,021,420202,86.7,3.3619,3
25021420302,25,021,420302,81,1.3229,3
25021421100,25,021,421100,75.6,1.4147,3
25021421200,25,021,421200,79.4,1.6708,3
25021422100,25,021,422100,81.2,1.804,3
25021422200,25,021,422200,81.8,1.6275,3
25021422301,25,021,422301,81.4,2.4272,3
25021422302,25,021,422302,78,1.0181,3
25021422400,25,021,422400,77.7,0.9884,3
25021422501,25,021,422501,80.5,2.0639,3
25021422502,25,021,422502,80,2.0215,3
25021422600,25,021,422600,80.9,1.2463,3
25021422700,25,021,422700,77.9,2.4882,3
25021422800,25,021,422800,80,1.2864,3
25021423100,25,021,423100,81.3,0.9392,3
25021440100,25,021,440100,80.7,1.6562,3
25021441202,25,021,441202,84.4,1.9509,3
25021441203,25,021,441203,78.9,1.3761,3
25021441204,25,021,441204,74.8,1.1267,3
25021442101,25,021,442101,82.6,1.2972,3
25021442102,25,021,442102,85.4,2.2778,3
25021442103,25,021,442103,84.1,2.4334,3
25021442201,25,021,442201,78.3,1.4848,3
25021442202,25,021,442202,83.6,1.9886,3
25021443101,25,021,443101,81.2,1.6696,3
25021443102,25,021,443102,81.1,1.9136,3
25021456101,25,021,456101,80.6,1.5328,3
25021456102,25,021,456102,78.4,1.459,3
25021456200,25,021,456200,78.4,1.5754,3
25021456301,25,021,456301,76.5,2.1289,3
25021456302,25,021,456302,82.2,2.0042,3
25021456401,25,021,456401,79,1.7655,3
25021456402,25,021,456402,85.4,2.864,3
25021457100,25,021,457100,79.5,1.3979,3
25021457200,25,021,457200,84.3,1.3672,3
25023500101,25,023,500101,84.5,2.0257,3
25023500103,25,023,500103,83.4,1.6336,3
25023500104,25,023,500104,81.5,1.8272,3
25023501101,25,023,501101,83.1,2.0009,3
25023501102,25,023,501102,82.5,1.0132,3
25023501201,25,023,501201,84.5,1.7885,3
25023501202,25,023,501202,84.2,1.1407,3
25023502101,25,023,502101,76.5,1.0625,3
25023502102,25,023,502102,78.3,2.0973,3
25023502200,25,023,502200,78.6,1.0455,3
25023503101,25,023,503101,80.5,1.4662,3
25023503102,25,023,503102,82.2,1.6989,3
25023504101,25,023,504101,81.8,1.3322,3
25023504102,25,023,504102,80.9,0.9943,3
25023505101,25,023,505101,79.4,1.324,3
25023505102,25,023,505102,82.6,1.8771,3
25023505200,25,023,505200,85.1,1.8398,3
25023506101,25,023,506101,80.7,1.1039,3
25023506102,25,023,506102,82,1.5318,2
25023506202,25,023,506202,84,2.3267,3
25023506204,25,023,506204,79,1.4923,3
25023507101,25,023,507101,81.8,0.9354,3
25023507103,25,023,507103,85.7,2.3348,3
25023507104,25,023,507104,82.4,1.8878,3
25023508102,25,023,508102,77.5,1.4791,3
25023508200,25,023,508200,80,1.4408,3
25023509101,25,023,509101,77.1,2.2344,3
25023509102,25,023,509102,87,2.8725,3
25023510100,25,023,510100,77.7,1.447,3
25023510200,25,023,510200,80.9,2.6681,3
25023510300,25,023,510300,80.3,3.4149,3
25023510400,25,023,510400,74.6,2.0185,3
25023510501,25,023,510501,76.7,1.0397,2
25023510502,25,023,510502,76.5,1.076,2
25023510503,25,023,510503,76.8,1.2776,3
25023510600,25,023,510600,81.2,1.6693,3
25023510700,25,023,510700,81.6,2.7642,3
25023510800,25,023,510800,75.8,2.256,3
25023510900,25,023,510900,70.8,2.4797,3
25023511000,25,023,511000,76.1,1.8014,3
25023511100,25,023,511100,79,1.696,3
25023511200,25,023,511200,74.8,1.534,3
25023511301,25,023,511301,77.8,1.6537,3
25023511302,25,023,511302,77.1,1.7736,3
25023511400,25,023,511400,79.1,2.9368,3
25023511500,25,023,511500,79,1.8307,3
25023511600,25,023,511600,78.6,2.2208,3
25023511701,25,023,511701,81.7,1.9249,3
25023511702,25,023,511702,79.7,1.6827,3
25023520100,25,023,520100,76.7,0.9832,3
25023520201,25,023,520201,81.8,2.1307,3
25023520202,25,023,520202,80.6,2.094,3
25023521101,25,023,521101,82.2,2.4668,3
25023521102,25,023,521102,77.2,1.8908,3
25023521201,25,023,521201,78.5,3.0289,3
25023521202,25,023,521202,78.7,1.8705,3
25023522101,25,023,522101,79.1,1.3244,3
25023522102,25,023,522102,77.1,0.9569,3
25023523100,25,023,523100,79.7,2.5065,3
25023523201,25,023,523201,79.4,2.0868,3
25023523202,25,023,523202,80,1.3628,3
25023524101,25,023,524101,81.1,1.6973,3
25023524102,25,023,524102,77.3,1.2581,3
25023525101,25,023,525101,77.7,1.7685,3
25023525104,25,023,525104,83.8,2.7418,3
25023525203,25,023,525203,82.4,2.2315,3
25023525204,25,023,525204,82.5,2.6551,3
25023526100,25,023,526100,77.9,1.0733,3
25023530100,25,023,530100,83.4,2.2855,3
25023530200,25,023,530200,81.9,1.7997,3
25023530300,25,023,530300,77.7,1.5157,3
25023530400,25,023,530400,79.9,1.2349,3
25023530500,25,023,530500,76.2,1.0265,3
25023530600,25,023,530600,86.1,3.0627,3
25023530700,25,023,530700,83.1,1.9774,3
25023530802,25,023,530802,80.8,2.0436,3
25023530902,25,023,530902,80.6,1.614,3
25023540101,25,023,540101,80.9,1.5487,3
25023540102,25,023,540102,78.1,1.6727,3
25023540103,25,023,540103,81.5,1.9099,3
25023541100,25,023,541100,87.1,2.4869,3
25023542101,25,023,542101,77.9,1.2787,3
25023542102,25,023,542102,77,1.3821,3
25023542200,25,023,542200,81.7,1.9298,3
25023542300,25,023,542300,77.5,1.2323,3
25023543100,25,023,543100,80.5,1.5618,3
25023544100,25,023,544100,77.7,1.4065,3
25023544200,25,023,544200,80.6,1.8158,3
25023545100,25,023,545100,78,1.2079,3
25023545200,25,023,545200,73.2,1.3875,3
25023545400,25,023,545400,75.5,1.1932,1
25023560100,25,023,560100,80.2,2.2271,3
25023561100,25,023,561100,82.4,1.565,3
25025000100,25,025,000100,79.1,1.5063,3
25025000202,25,025,000202,82.4,1.4902,3
25025000301,25,025,000301,75.3,1.9619,3
25025000302,25,025,000302,83.9,2.4654,3
25025000401,25,025,000401,85.1,1.757,3
25025000402,25,025,000402,87,3.515,3
25025000502,25,025,000502,88.1,3.4934,3
25025000601,25,025,000601,79.4,2.2308,3
25025000602,25,025,000602,79,1.4292,2
25025000802,25,025,000802,80.2,1.8691,2
25025010203,25,025,010203,79.2,3.8792,3
25025010500,25,025,010500,80.1,2.4994,3
25025010600,25,025,010600,87.7,2.5413,3
25025010701,25,025,010701,81.5,2.4025,2
25025010702,25,025,010702,81.5,3.0899,2
25025010801,25,025,010801,81.5,1.3993,2
25025010802,25,025,010802,81.5,1.4441,2
25025020101,25,025,020101,82.3,2.3028,2
25025020200,25,025,020200,81.5,2.4105,2
25025020301,25,025,020301,82.6,2.1676,3
25025020302,25,025,020302,81.5,3.1709,2
25025020303,25,025,020303,81.3,1.7894,2
25025030100,25,025,030100,81.5,1.5052,2
25025030200,25,025,030200,81.4,1.9021,2
25025030300,25,025,030300,82.4,1.9241,3
25025030500,25,025,030500,82.3,1.6333,2
25025040100,25,025,040100,82.2,2.4059,3
25025040200,25,025,040200,76,2.0938,3
25025040300,25,025,040300,78.2,1.413,3
25025040401,25,025,040401,81.5,1.6872,2
25025040600,25,025,040600,75.8,1.4279,3
25025040801,25,025,040801,79.9,3.1466,3
25025050101,25,025,050101,77.7,1.4451,2
25025050200,25,025,050200,80.2,2.0054,3
25025050300,25,025,050300,76.3,1.5794,2
25025050400,25,025,050400,77.9,1.6997,3
25025050500,25,025,050500,82.3,3.5966,3
25025050600,25,025,050600,76.1,2.4985,3
25025050700,25,025,050700,82.2,2.1728,3
25025050901,25,025,050901,78.2,1.6336,3
25025051000,25,025,051000,80.2,1.8295,3
25025051101,25,025,051101,81.1,1.5244,3
25025051200,25,025,051200,80.5,2.8375,3
25025060101,25,025,060101,76.7,1.631,3
25025060200,25,025,060200,79.1,2.1854,3
25025060301,25,025,060301,79.8,2.5953,3
25025060400,25,025,060400,76.7,1.2852,3
25025060501,25,025,060501,76.3,1.7,3
25025060600,25,025,060600,79.9,3.4631,3
25025060700,25,025,060700,75.6,3.2517,2
25025060800,25,025,060800,77.4,2.4773,3
25025061000,25,025,061000,78,2.2869,2
25025061101,25,025,061101,76.7,3.7992,3
25025061200,25,025,061200,80.1,3.5572,3
25025070101,25,025,070101,83.1,2.1075,3
25025070200,25,025,070200,87.9,3.1206,3
25025070300,25,025,070300,86.2,3.8418,3
25025070402,25,025,070402,85,2.6878,3
25025070500,25,025,070500,82.6,1.7296,2
25025070700,25,025,070700,81.3,2.8921,2
25025070800,25,025,070800,81.3,2.66,2
25025070900,25,025,070900,79.3,3.6483,3
25025071101,25,025,071101,77.4,3.1912,3
25025071201,25,025,071201,74,2.7448,3
25025080100,25,025,080100,80.2,3.6713,3
25025080300,25,025,080300,76.9,1.9752,2
25025080401,25,025,080401,78,3.5855,3
25025080601,25,025,080601,75.1,1.6994,2
25025081100,25,025,081100,76,1.5892,3
25025081200,25,025,081200,78,1.9395,2
25025081300,25,025,081300,77.6,3.0355,3
25025081400,25,025,081400,78.4,2.8643,3
25025081500,25,025,081500,76.1,2.3609,3
25025081700,25,025,081700,73.2,1.6023,3
25025081800,25,025,081800,76.9,1.5814,2
25025081900,25,025,081900,79.5,2.8727,3
25025082000,25,025,082000,79,3.1887,3
25025082100,25,025,082100,76.9,1.6952,2
25025090100,25,025,090100,80.1,2.338,1
25025090200,25,025,090200,75.6,1.7027,2
25025090300,25,025,090300,75.6,1.6527,2
25025090400,25,025,090400,78.5,3.407,3
25025090600,25,025,090600,77.6,2.367,3
25025090700,25,025,090700,76.5,1.7876,3
25025090901,25,025,090901,80,3.7851,3
25025091001,25,025,091001,76.6,1.5513,3
25025091100,25,025,091100,82.7,2.727,3
25025091200,25,025,091200,78.4,2.0547,3
25025091300,25,025,091300,76.9,2.3503,2
25025091400,25,025,091400,80.1,3.0825,3
25025091500,25,025,091500,76.9,1.4617,2
25025091600,25,025,091600,73.8,1.5879,2
25025091700,25,025,091700,77.2,1.5788,2
25025091800,25,025,091800,75.6,1.534,2
25025091900,25,025,091900,76.7,2.3393,3
25025092000,25,025,092000,77.2,1.2629,2
25025092101,25,025,092101,80.1,2.1636,3
25025092200,25,025,092200,79.8,2.1063,2
25025092300,25,025,092300,81.6,3.9554,3
25025092400,25,025,092400,75.6,1.6077,2
25025100100,25,025,100100,83.8,3.8422,3
25025100200,25,025,100200,74.8,2.1754,3
25025100300,25,025,100300,79.9,2.666,3
25025100400,25,025,100400,79.7,2.4454,3
25025100500,25,025,100500,80.3,3.7315,3
25025100601,25,025,100601,81.9,2.8936,3
25025100603,25,025,100603,76.5,2.0768,3
25025100700,25,025,100700,77.1,1.1075,3
25025100800,25,025,100800,79.8,1.2723,2
25025100900,25,025,100900,77.9,1.4148,3
25025101001,25,025,101001,78.2,1.5736,3
25025101002,25,025,101002,76.5,2.6231,3
25025101101,25,025,101101,82,2.2191,3
25025101102,25,025,101102,77.4,1.8677,3
25025110103,25,025,110103,82.8,3.2731,3
25025110201,25,025,110201,77.5,1.7199,3
25025110301,25,025,110301,80.1,2.207,3
25025110401,25,025,110401,83.4,2.3912,3
25025110403,25,025,110403,79.3,1.867,3
25025110501,25,025,110501,84,3.025,3
25025110502,25,025,110502,78.2,1.1135,3
25025110601,25,025,110601,87.3,1.888,3
25025110607,25,025,110607,78.8,1.0444,3
25025120103,25,025,120103,81.5,3.0092,3
25025120105,25,025,120105,80.9,1.9099,3
25025120201,25,025,120201,80.9,1.691,2
25025120301,25,025,120301,79.5,1.6751,3
25025120400,25,025,120400,85.4,2.8579,3
25025120500,25,025,120500,83.2,3.149,3
25025120600,25,025,120600,81.7,2.9715,2
25025120700,25,025,120700,84.4,2.1805,3
25025130100,25,025,130100,84.2,2.0341,3
25025130200,25,025,130200,83.7,1.3624,3
25025130300,25,025,130300,81.9,1.3553,3
25025130402,25,025,130402,79.5,1.5169,3
25025130404,25,025,130404,82.2,1.569,3
25025130406,25,025,130406,79.9,1.9925,3
25025140102,25,025,140102,78.7,0.9896,2
25025140105,25,025,140105,78.2,1.4907,3
25025140106,25,025,140106,79.3,2.5433,2
25025140107,25,025,140107,77.3,1.0858,3
25025140201,25,025,140201,78.5,1.8904,3
25025140202,25,025,140202,82.3,1.5605,3
25025140300,25,025,140300,81.1,3.201,3
25025140400,25,025,140400,80.4,1.4931,1
25025160101,25,025,160101,80.4,2.3954,3
25025160200,25,025,160200,80.6,3.6631,3
25025160300,25,025,160300,75.8,1.5248,3
25025160400,25,025,160400,76.3,1.8409,2
25025160501,25,025,160501,77,1.8772,3
25025160502,25,025,160502,74.5,1.8782,3
25025160601,25,025,160601,76.7,1.328,3
25025160602,25,025,160602,78.5,1.389,3
25025170100,25,025,170100,80.8,1.258,3
25025170200,25,025,170200,81.3,1.7402,3
25025170300,25,025,170300,79.2,0.8103,2
25025170400,25,025,170400,78.8,1.2116,2
25025170501,25,025,170501,79.8,1.4273,2
25025170502,25,025,170502,80.9,1.6652,3
25025170601,25,025,170601,81.1,1.2053,3
25025170701,25,025,170701,77.3,1.9607,3
25025170702,25,025,170702,78.8,1.6796,3
25025180101,25,025,180101,77.6,1.0244,3
25025180200,25,025,180200,78.9,1.2138,3
25025180301,25,025,180301,80.5,1.2306,3
25025180400,25,025,180400,79.2,1.4828,3
25025180500,25,025,180500,77.3,1.5239,3
